Id,OwnerId,IsDeleted,Name,RecordTypeId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastViewedDate,LastReferencedDate,sustain_app__AMER_Avg_Elec_Energy_Intensity_kwh_sqft__c,sustain_app__AMER_Avg_Energy_Intensity_kBtu_sqft__c,sustain_app__APAC_Avg_Elec_Energy_Intensity_kwh_sqft__c,sustain_app__APAC_Avg_Energy_Intensity_kBtu_sqft__c,sustain_app__City__c,sustain_app__Country__c,sustain_app__Data_Source__c,sustain_app__Diesel_CH4_Factor_g_mmBtu__c,sustain_app__Diesel_CO2_Factor__c,sustain_app__Diesel_CO2e_Factor_tCO2e_MWh__c,sustain_app__Diesel_N2O_Factor_g_mmBtu__c,sustain_app__EMEA_Avg_Elec_Energy_Intensity_kwh_sqft__c,sustain_app__EMEA_Avg_Energy_Intensity_kBtu_sqft__c,sustain_app__East_North_Central_Large__c,sustain_app__East_North_Central_Medium__c,sustain_app__East_North_Central_Small__c,sustain_app__East_South_Central_Large__c,sustain_app__East_South_Central_Medium__c,sustain_app__East_South_Central_Small__c,sustain_app__Emission_Factor_Update_Year__c,sustain_app__Fuel_Oil_CH4_Factor_g_mmBtu__c,sustain_app__Fuel_Oil_CO2_Factor_kg_mmBtu__c,sustain_app__Fuel_Oil_CO2e_Factor_tCO2e_MWh__c,sustain_app__Fuel_Oil_N2O_Factor_g_mmBtu__c,sustain_app__GWP_CH4__c,sustain_app__GWP_N2O__c,sustain_app__GWP__c,sustain_app__GWP_kgCO2ekg__c,sustain_app__Jet_Fuel_CO2e_Factor_tCO2e_Gal__c,sustain_app__Middle_Atlantic_Large__c,sustain_app__Middle_Atlantic_Medium__c,sustain_app__Middle_Atlantic_Small__c,sustain_app__Midwest_Large__c,sustain_app__Midwest_Medium__c,sustain_app__Midwest_Small__c,sustain_app__Midwest_kBtusft__c,sustain_app__Mountain_Large__c,sustain_app__Mountain_Medium__c,sustain_app__Mountain_Small__c,sustain_app__Natural_Gas_CH4_Factor_g_mmBtu__c,sustain_app__Natural_Gas_CO2_Factor__c,sustain_app__Natural_Gas_CO2e_Factor_tCO2e_MWh__c,sustain_app__Natural_Gas_N2O_Factor_g_mmBtu__c,sustain_app__New_England_Large__c,sustain_app__New_England_Medium__c,sustain_app__New_England_Small__c,sustain_app__Non_US_Real_Estate_Avg_kBtu_Sqft__c,sustain_app__Northeast_Large__c,sustain_app__Northeast_Medium__c,sustain_app__Northeast_Small__c,sustain_app__Northeast_kBtusft__c,sustain_app__Pacific_Large__c,sustain_app__Pacific_Medium__c,sustain_app__Pacific_Small__c,sustain_app__RefrigerantLeakageRatekgITkWh__c,sustain_app__RefrigerantLeakageRatekgSqft__c,sustain_app__Refrigerant_Name__c,sustain_app__South_Atlantic_Large__c,sustain_app__South_Atlantic_Medium__c,sustain_app__South_Atlantic_Small__c,sustain_app__South_Large__c,sustain_app__South_Medium__c,sustain_app__South_Small__c,sustain_app__South_kBtusft__c,sustain_app__State__c,sustain_app__Steam_CH4_Factor_g_mmBtu__c,sustain_app__Steam_CO2_Factor_kg_mmBtu__c,sustain_app__Steam_CO2e_Factor_tCO2e_MWh__c,sustain_app__Steam_N2O_Factor_g_mmBtu__c,sustain_app__SubRegion_Name__c,sustain_app__West_Large__c,sustain_app__West_Medium__c,sustain_app__West_North_Central_Large__c,sustain_app__West_North_Central_Medium__c,sustain_app__West_North_Central_Small__c,sustain_app__West_Small__c,sustain_app__West_South_Central_Large__c,sustain_app__West_South_Central_Medium__c,sustain_app__West_South_Central_Small__c,sustain_app__West_kBtusft__c,sustain_app__jet_fuel_ch4_factor_g_gal__c,sustain_app__jet_fuel_co2_factor_g__c,sustain_app__jet_fuel_n2o_factor_g_gal__c
a076g000002dWRpAAM,0056g000004tx5VAAQ,,Perfluoroethane (PFC-116) - 2018 revision,0126g0000003V1bAAE,2020-03-03T17:04:59.000+0000,0056g000004tx5VAAQ,2020-03-03T17:04:59.000+0000,0056g000004tx5VAAQ,2020-03-03T17:04:59.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,12200,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Perfluoroethane (PFC-116),,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002dWRqAAM,0056g000004tx5VAAQ,,Perfluorohexane (PFC-5-1-14) - 2018 revision,0126g0000003V1bAAE,2020-03-03T17:04:59.000+0000,0056g000004tx5VAAQ,2020-03-03T17:04:59.000+0000,0056g000004tx5VAAQ,2020-03-03T17:04:59.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,9300,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Perfluorohexane (PFC-5-1-14),,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002dWRrAAM,0056g000004tx5VAAQ,,Perfluoromethane (PFC-14) - 2018 revision,0126g0000003V1bAAE,2020-03-03T17:04:59.000+0000,0056g000004tx5VAAQ,2020-03-03T17:04:59.000+0000,0056g000004tx5VAAQ,2020-03-03T17:04:59.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,7390,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Perfluoromethane (PFC-14),,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002dWRsAAM,0056g000004tx5VAAQ,,Perfluoropentane (PFC-4-1-12) - 2018 revision,0126g0000003V1bAAE,2020-03-03T17:04:59.000+0000,0056g000004tx5VAAQ,2020-03-03T17:04:59.000+0000,0056g000004tx5VAAQ,2020-03-03T17:04:59.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,9160,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Perfluoropentane (PFC-4-1-12),,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002dWRtAAM,0056g000004tx5VAAQ,,Perfluoropropane (PFC-218) - 2018 revision,0126g0000003V1bAAE,2020-03-03T17:04:59.000+0000,0056g000004tx5VAAQ,2020-03-03T17:04:59.000+0000,0056g000004tx5VAAQ,2020-03-03T17:04:59.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,8830,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Perfluoropropane (PFC-218),,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002dWRuAAM,0056g000004tx5VAAQ,,PFC-9-1-18 - 2018 revision,0126g0000003V1bAAE,2020-03-03T17:04:59.000+0000,0056g000004tx5VAAQ,2020-03-03T17:04:59.000+0000,0056g000004tx5VAAQ,2020-03-03T17:04:59.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,7500,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,PFC-9-1-18,,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002dWRvAAM,0056g000004tx5VAAQ,,PFPMIE - 2018 revision,0126g0000003V1bAAE,2020-03-03T17:04:59.000+0000,0056g000004tx5VAAQ,2020-03-03T17:04:59.000+0000,0056g000004tx5VAAQ,2020-03-03T17:04:59.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,10300,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,PFPMIE,,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002dWRwAAM,0056g000004tx5VAAQ,,R-407C - 2018 revision,0126g0000003V1bAAE,2020-03-03T17:04:59.000+0000,0056g000004tx5VAAQ,2020-03-03T17:04:59.000+0000,0056g000004tx5VAAQ,2020-03-03T17:04:59.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,1774,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,R-407C,,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002dWRxAAM,0056g000004tx5VAAQ,,R-410A - 2018 revision,0126g0000003V1bAAE,2020-03-03T17:04:59.000+0000,0056g000004tx5VAAQ,2020-03-03T17:04:59.000+0000,0056g000004tx5VAAQ,2020-03-03T17:04:59.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,2088,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,R-410A,,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002dWRyAAM,0056g000004tx5VAAQ,,R-422D - 2018 revision,0126g0000003V1bAAE,2020-03-03T17:04:59.000+0000,0056g000004tx5VAAQ,2020-03-03T17:04:59.000+0000,0056g000004tx5VAAQ,2020-03-03T17:04:59.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,2729,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,R-422D,,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002dWRzAAM,0056g000004tx5VAAQ,,R1234yf - 2018 revision,0126g0000003V1bAAE,2020-03-03T17:04:59.000+0000,0056g000004tx5VAAQ,2020-03-03T17:04:59.000+0000,0056g000004tx5VAAQ,2020-03-03T17:04:59.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,1,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,R1234yf,,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002dWS0AAM,0056g000004tx5VAAQ,,R1234ze - 2018 revision,0126g0000003V1bAAE,2020-03-03T17:04:59.000+0000,0056g000004tx5VAAQ,2020-03-03T17:04:59.000+0000,0056g000004tx5VAAQ,2020-03-03T17:04:59.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,1,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,R1234ze,,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002dWS1AAM,0056g000004tx5VAAQ,,R134a - 2018 revision,0126g0000003V1bAAE,2020-03-03T17:04:59.000+0000,0056g000004tx5VAAQ,2020-03-03T17:04:59.000+0000,0056g000004tx5VAAQ,2020-03-03T17:04:59.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,1430,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,R134a,,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002dWS2AAM,0056g000004tx5VAAQ,,R290 (propane) - 2018 revision,0126g0000003V1bAAE,2020-03-03T17:04:59.000+0000,0056g000004tx5VAAQ,2020-03-03T17:04:59.000+0000,0056g000004tx5VAAQ,2020-03-03T17:04:59.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,3,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,R290 (propane),,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002dWS3AAM,0056g000004tx5VAAQ,,R403A - 2018 revision,0126g0000003V1bAAE,2020-03-03T17:04:59.000+0000,0056g000004tx5VAAQ,2020-03-03T17:04:59.000+0000,0056g000004tx5VAAQ,2020-03-03T17:04:59.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,3124,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,R403A,,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002dWS4AAM,0056g000004tx5VAAQ,,R404A - 2018 revision,0126g0000003V1bAAE,2020-03-03T17:04:59.000+0000,0056g000004tx5VAAQ,2020-03-03T17:04:59.000+0000,0056g000004tx5VAAQ,2020-03-03T17:04:59.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,3922,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,R404A,,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002dWS5AAM,0056g000004tx5VAAQ,,R406A - 2018 revision,0126g0000003V1bAAE,2020-03-03T17:04:59.000+0000,0056g000004tx5VAAQ,2020-03-03T17:04:59.000+0000,0056g000004tx5VAAQ,2020-03-03T17:04:59.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,1943,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,R406A,,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002dWS6AAM,0056g000004tx5VAAQ,,R407A - 2018 revision,0126g0000003V1bAAE,2020-03-03T17:04:59.000+0000,0056g000004tx5VAAQ,2020-03-03T17:04:59.000+0000,0056g000004tx5VAAQ,2020-03-03T17:04:59.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,2107,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,R407A,,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002dWS7AAM,0056g000004tx5VAAQ,,R407F - 2018 revision,0126g0000003V1bAAE,2020-03-03T17:04:59.000+0000,0056g000004tx5VAAQ,2020-03-03T17:04:59.000+0000,0056g000004tx5VAAQ,2020-03-03T17:04:59.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,1825,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,R407F,,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002dWS8AAM,0056g000004tx5VAAQ,,R408A - 2018 revision,0126g0000003V1bAAE,2020-03-03T17:04:59.000+0000,0056g000004tx5VAAQ,2020-03-03T17:04:59.000+0000,0056g000004tx5VAAQ,2020-03-03T17:04:59.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,3152,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,R408A,,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002dWS9AAM,0056g000004tx5VAAQ,,R409A - 2018 revision,0126g0000003V1bAAE,2020-03-03T17:04:59.000+0000,0056g000004tx5VAAQ,2020-03-03T17:04:59.000+0000,0056g000004tx5VAAQ,2020-03-03T17:04:59.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,1585,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,R409A,,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002dWSAAA2,0056g000004tx5VAAQ,,R502 - 2018 revision,0126g0000003V1bAAE,2020-03-03T17:04:59.000+0000,0056g000004tx5VAAQ,2020-03-03T17:04:59.000+0000,0056g000004tx5VAAQ,2020-03-03T17:04:59.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,4657,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,R502,,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002dWSBAA2,0056g000004tx5VAAQ,,R507A - 2018 revision,0126g0000003V1bAAE,2020-03-03T17:04:59.000+0000,0056g000004tx5VAAQ,2020-03-03T17:04:59.000+0000,0056g000004tx5VAAQ,2020-03-03T17:04:59.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,3985,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,R507A,,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002dWSCAA2,0056g000004tx5VAAQ,,R508B - 2018 revision,0126g0000003V1bAAE,2020-03-03T17:04:59.000+0000,0056g000004tx5VAAQ,2020-03-03T17:04:59.000+0000,0056g000004tx5VAAQ,2020-03-03T17:04:59.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,13396,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,R508B,,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002dWSDAA2,0056g000004tx5VAAQ,,R600A (isobutane) - 2018 revision,0126g0000003V1bAAE,2020-03-03T17:04:59.000+0000,0056g000004tx5VAAQ,2020-03-03T17:04:59.000+0000,0056g000004tx5VAAQ,2020-03-03T17:04:59.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,3,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,R600A (isobutane),,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002dWSEAA2,0056g000004tx5VAAQ,,Sulphur hexafluoride (SF6) - 2018 revision,0126g0000003V1bAAE,2020-03-03T17:04:59.000+0000,0056g000004tx5VAAQ,2020-03-03T17:04:59.000+0000,0056g000004tx5VAAQ,2020-03-03T17:04:59.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,22800,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Sulphur hexafluoride (SF6),,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002dWSFAA2,0056g000004tx5VAAQ,,Trifluoromethyl sulphur pentafluoride - 2018 revision,0126g0000003V1bAAE,2020-03-03T17:04:59.000+0000,0056g000004tx5VAAQ,2020-03-03T17:04:59.000+0000,0056g000004tx5VAAQ,2020-03-03T17:04:59.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,17700,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Trifluoromethyl sulphur pentafluoride,,,,,,,,,,,0,,,,,,,,,,,,,,,
